,code,url
51,500,http://comt.sura.org/thredds/dodsC/data/comt_1_archive/inundation_tropical/UND_ADCIRC/Hurricane_Ike_2D_preliminary_run_6_without_waves_and_advection_implicit_1s
52,500,http://comt.sura.org/thredds/dodsC/data/comt_1_archive/inundation_tropical/UND_ADCIRC/Hurricane_Ike_2D_preliminary_run_7_with_waves_without_advection_implicit_1s
53,500,http://comt.sura.org/thredds/dodsC/data/comt_1_archive/inundation_tropical/UND_ADCIRC/Hurricane_Ike_2D_preliminary_run_8_with_waves_and_levees
54,500,http://comt.sura.org/thredds/dodsC/data/comt_1_archive/inundation_tropical/UND_ADCIRC/Hurricane_Ike_2D_preliminary_run_9_with_waves_and_levees_and_river_flow
55,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201407211200.nc
56,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201407221200.nc
57,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201407230000.nc
58,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201407240000.nc
59,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201407250000.nc
60,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201407260000.nc
61,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201407281200.nc
62,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201407301200.nc
63,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201407311200.nc
64,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201408011200.nc
65,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201408021200.nc
66,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201408031200.nc
67,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201408041200.nc
68,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201408061200.nc
69,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201408071200.nc
70,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201408081200.nc
71,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201408091200.nc
72,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201408101200.nc
73,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201408111200.nc
74,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201408120000.nc
75,404,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/097p1/097p1_historic_T_Z.nc
76,404,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/097p1/097p1_historic_Z.nc
77,404,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/179p1/179p1_combo_tmp.nc
78,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201408131200.nc
79,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201408141200.nc
80,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201408151200.nc
81,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201408161200.nc
82,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201408171200.nc
83,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201408181200.nc
84,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201408191200.nc
85,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201408201200.nc
86,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201408211200.nc
87,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201408221200.nc
88,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201408251200.nc
89,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201408271200.nc
90,500,http://tds.maracoos.org/thredds/dodsC/MODIS-2009-Agg.nc
91,500,http://tds.maracoos.org/thredds/dodsC/MODIS-2010-Agg.nc
92,500,http://tds.maracoos.org/thredds/dodsC/MODIS-2011-Agg.nc
93,500,http://tds.maracoos.org/thredds/dodsC/MODIS-2012-Agg.nc
94,500,http://tds.maracoos.org/thredds/dodsC/MODIS-2013-Agg.nc
95,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201408281200.nc
96,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201408291200.nc
97,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201408301200.nc
98,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201408311200.nc
99,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201409011200.nc
100,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201409021200.nc
101,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201409041200.nc
102,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201409050000.nc
103,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201409061200.nc
104,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201409071200.nc
105,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201409081200.nc
106,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201409090000.nc
107,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201409111200.nc
108,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201409121200.nc
109,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201409131200.nc
110,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201409141200.nc
111,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201409151200.nc
112,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201409161200.nc
113,-1,http://thredds.axiomalaska.com/thredds/dodsC/MB_DAS.nc
114,404,http://ecowatch.ncddc.noaa.gov/thredds/dodsC/ncom_amseas_agg_20091119_20130404/Amseas_May_2010_-_Apr_04_2013_best.ncd
115,404,http://ecowatch.ncddc.noaa.gov/thredds/dodsC/ncom_amseas_agg/AmSeas_Apr_05_2013_-_Current_best.ncd
116,404,http://ecowatch.ncddc.noaa.gov/thredds/dodsC/ncom_us_east_agg/US_East_Apr_05_2013_-_Current_best.ncd
117,404,http://ecowatch.ncddc.noaa.gov/thredds/dodsC/ncom_us_east_before_depth_change_agg/US_East_Feb_2009_-_November_18_2009_best.ncd
118,404,"http://ecowatch.ncddc.noaa.gov/thredds/dodsC/ncom_useast_agg_20091119_20130404/US_East_Nov_19,_2009_-_Apr_04_2013_best.ncd"
119,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201409171200.nc
120,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201409181200.nc
121,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201409191200.nc
122,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201409201200.nc
123,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201409211200.nc
124,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201409221200.nc
125,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201409231200.nc
126,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201409241200.nc
127,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201409251200.nc
128,404,http://ecowatch.ncddc.noaa.gov/thredds/dodsC/ncom_amseas_agg/AmSeas_Sep_23_2014_to_Current_best.ncd
129,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201409271200.nc
130,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201409281200.nc
131,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201409291200.nc
132,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201409301200.nc
133,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201410011200.nc
134,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201410021200.nc
135,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201410031200.nc
136,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201410041200.nc
137,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201410051200.nc
138,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201410061200.nc
139,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201410071200.nc
140,404,http://thredds.axiomalaska.com/thredds/dodsC/COAMPS_3KM_AGG_AIR_TEMP.nc
141,404,http://thredds.axiomalaska.com/thredds/dodsC/COAMPS_3KM_AGG_WIND.nc
142,404,http://thredds.axiomalaska.com/thredds/dodsC/COAMPS_4KM_AGG_AIR_TEMP.nc
143,404,http://thredds.axiomalaska.com/thredds/dodsC/COAMPS_4KM_AGG_WIND.nc
144,-1,http://dm1.caricoos.org/thredds/dodsC/buoys/Historical/PR1/DSG_PR1.aanderaa.historical.nc
145,-1,http://dm1.caricoos.org/thredds/dodsC/buoys/Historical/PR1/DSG_PR1.diagnostics.historical.nc
146,-1,http://dm1.caricoos.org/thredds/dodsC/buoys/Historical/PR1/DSG_PR1.doppler.historical.zcell36.nc
147,-1,http://dm1.caricoos.org/thredds/dodsC/buoys/Historical/PR1/DSG_PR1.met.historical.nc
148,-1,http://dm1.caricoos.org/thredds/dodsC/buoys/Historical/PR1/DSG_PR1.sbe37.historical.1m.nc
149,-1,http://dm1.caricoos.org/thredds/dodsC/buoys/Historical/PR1/DSG_PR1.waves.triaxys.historical.nc
150,-1,http://dm1.caricoos.org/thredds/dodsC/buoys/Historical/PR3/DSG_PR3.accelerometer2.historical.nc
151,-1,http://dm1.caricoos.org/thredds/dodsC/buoys/Historical/PR3/DSG_PR3.diagnostics.historical.nc
152,-1,http://dm1.caricoos.org/thredds/dodsC/buoys/Historical/PR3/DSG_PR3.doppler.historical.zcell36.nc
153,-1,http://dm1.caricoos.org/thredds/dodsC/buoys/Historical/PR3/DSG_PR3.met.pr.historical.nc
154,-1,http://dm1.caricoos.org/thredds/dodsC/buoys/Historical/PR3/DSG_PR3.sbe37.historical.1m.nc
155,-1,http://dm1.caricoos.org/thredds/dodsC/buoys/Historical/PR3/DSG_PR3.waves.mstrain.v1.historical.nc
156,-1,http://dm1.caricoos.org/thredds/dodsC/buoys/Historical/VI1/DSG_VI1.accelerometer.historical.nc
157,-1,http://dm1.caricoos.org/thredds/dodsC/buoys/Historical/VI1/DSG_VI1.diagnostics.historical.nc
158,-1,http://dm1.caricoos.org/thredds/dodsC/buoys/Historical/VI1/DSG_VI1.doppler.historical.zcell40.nc
159,-1,http://dm1.caricoos.org/thredds/dodsC/buoys/Historical/VI1/DSG_VI1.met.pr.historical.nc
160,-1,http://dm1.caricoos.org/thredds/dodsC/buoys/Historical/VI1/DSG_VI1.sbe37.historical.1m.nc
161,-1,http://dm1.caricoos.org/thredds/dodsC/buoys/Historical/VI1/DSG_VI1.waves.triaxys.historical.nc
162,-1,http://dm1.caricoos.org/thredds/dodsC/buoys/Historical/VIA/DSG_VIA.diagnostics.cbibs.historical.nc
163,-1,http://dm1.caricoos.org/thredds/dodsC/buoys/Historical/VIA/DSG_VIA.doppler.cbibs.historical.nc
164,-1,http://dm1.caricoos.org/thredds/dodsC/buoys/Historical/VIA/DSG_VIA.met.cbibs.historical.nc
165,-1,http://dm1.caricoos.org/thredds/dodsC/buoys/Historical/VIA/DSG_VIA.waves.cbibs.historical.nc
166,-1,http://dm1.caricoos.org/thredds/dodsC/buoys/Historical/VIA/DSG_VIA.wqm.cbibs.historical.nc
167,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201410081200.nc
168,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201410171200.nc
169,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201410181200.nc
170,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201410191200.nc
171,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201410221200.nc
172,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201410231200.nc
173,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201410241200.nc
174,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201410251200.nc
175,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201410260000.nc
176,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201410271200.nc
177,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201410281200.nc
178,503,http://sos.maracoos.org/thredds/dodsC/agg/codarstps/agg.nc
179,503,http://sos.maracoos.org/thredds/dodsC/agg/hfradar/agg.nc
180,503,http://sos.maracoos.org/thredds/dodsC/agg/nam/agg.nc
181,503,http://sos.maracoos.org/thredds/dodsC/agg/navhycom/agg.nc
182,503,http://sos.maracoos.org/thredds/dodsC/agg/stevensnyhops/agg.nc
183,503,http://sos.maracoos.org/thredds/dodsC/agg/umasshops/agg.nc
184,503,http://sos.maracoos.org/thredds/dodsC/agg/wwiii/agg.nc
185,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201410290000.nc
186,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201410301200.nc
187,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201410311200.nc
188,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201411011200.nc
189,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201411021200.nc
190,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201411031200.nc
191,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201411041200.nc
192,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201411051200.nc
193,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201411061200.nc
194,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201411071200.nc
195,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201411081200.nc
196,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201411091200.nc
197,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201411101200.nc
198,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201411111200.nc
199,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201411120000.nc
200,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201411131200.nc
201,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201411141200.nc
202,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201411151200.nc
203,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201411161200.nc
204,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201411171200.nc
205,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201411181200.nc
206,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201411191200.nc
207,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201411201200.nc
208,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201411211200.nc
209,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201411221200.nc
210,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201411231200.nc
211,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201411241200.nc
212,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201411251200.nc
213,-1,http://thredds.axiomalaska.com/thredds/dodsC/PMEL_CCCMA1.nc
214,-1,http://thredds.axiomalaska.com/thredds/dodsC/PMEL_CFSR.nc
215,-1,http://thredds.axiomalaska.com/thredds/dodsC/PMEL_CORE.nc
216,-1,http://thredds.axiomalaska.com/thredds/dodsC/PMEL_ECHOG.nc
217,-1,http://thredds.axiomalaska.com/thredds/dodsC/PMEL_MIROC.nc
218,-1,http://thredds.axiomalaska.com/thredds/dodsC/ERDATSSTA1DAY.nc
219,-1,http://thredds.axiomalaska.com/thredds/dodsC/ERDATSSTA8DAY.nc
220,-1,http://thredds.axiomalaska.com/thredds/dodsC/ERDATSSTAMDAY.nc
221,-1,http://thredds.axiomalaska.com/thredds/dodsC/ERDMWCHLA1DAY.nc
222,-1,http://thredds.axiomalaska.com/thredds/dodsC/ERDMWCHLA8DAY.nc
223,-1,http://thredds.axiomalaska.com/thredds/dodsC/ERDMWCHLAMDAY.nc
224,-1,http://thredds.axiomalaska.com/thredds/dodsC/MAURER.nc
225,-1,http://thredds.axiomalaska.com/thredds/dodsC/UCSC.nc
226,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201411261200.nc
227,-1,http://oos.soest.hawaii.edu/thredds/dodsC/pacioos/nss/ns08agg
228,-1,http://oos.soest.hawaii.edu/thredds/dodsC/hioos/glider/sg139_8_agg
229,-1,http://oos.soest.hawaii.edu/thredds/dodsC/hioos/glider/sg139_9_agg
230,-1,http://oos.soest.hawaii.edu/thredds/dodsC/hioos/glider/sg523_4_agg
231,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201411271200.nc
232,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201411281200.nc
233,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201411291200.nc
234,404,http://data.ioos.us/thredds/dodsC/aoml/SG60920140719T1700.nc3.nc
235,404,http://data.ioos.us/thredds/dodsC/aoml/SG61020140715T1400.nc3.nc
236,404,http://data.ioos.us/thredds/dodsC/lcampbell/development.nc3.nc
237,404,http://data.ioos.us/thredds/dodsC/rmiller/unit_236-20121005T2349.nc3.nc
238,-1,http://tds.glos.us/thredds/dodsC/CHL/LakeErieCHL-Agg
239,-1,http://tds.gliders.ioos.us/thredds/dodsC/GLOS_unit_236-20121005T0023_Time.ncml
240,-1,http://tds.glos.us/thredds/dodsC/CHL/LakeHuronCHL-Agg
241,-1,http://tds.glos.us/thredds/dodsC/CHL/LakeMichiganCHL-Agg
242,-1,http://tds.gliders.ioos.us/thredds/dodsC/Rutgers-University_ru05-20130815T1650_Time.ncml
243,-1,http://tds.glos.us/thredds/dodsC/CHL/LakeOntarioCHL-Agg
244,-1,http://tds.gliders.ioos.us/thredds/dodsC/Rutgers-University_ru07-20130815T1701_Time.ncml
245,-1,http://tds.glos.us/thredds/dodsC/CHL/LakeSuperiorCHL-Agg
246,-1,http://tds.glos.us/thredds/dodsC/NC/LakeErieNC-Agg
247,-1,http://tds.glos.us/thredds/dodsC/NC/LakeHuronNC-Agg
248,-1,http://tds.gliders.ioos.us/thredds/dodsC/Rutgers-University_ru29-20130111T0724_Time.ncml
249,-1,http://tds.glos.us/thredds/dodsC/NC/LakeMichiganNC-Agg
250,-1,http://tds.gliders.ioos.us/thredds/dodsC/Rutgers-University_ru29-20131110T1400_Time.ncml
251,-1,http://tds.glos.us/thredds/dodsC/NC/LakeOntarioNC-Agg
252,-1,http://tds.glos.us/thredds/dodsC/NC/LakeSuperiorNC-Agg
253,-1,http://tds.glos.us/thredds/dodsC/SST/LakeErieSST-Agg
254,-1,http://tds.glos.us/thredds/dodsC/SST/LakeHuronSST-Agg
255,-1,http://tds.glos.us/thredds/dodsC/SST/LakeMichiganSST-Agg
256,-1,http://tds.gliders.ioos.us/thredds/dodsC/University-of-Massachusetts-Dartmouth_blue-20130906T1347_Time.ncml
257,-1,http://tds.glos.us/thredds/dodsC/SST/LakeOntarioSST-Agg
258,-1,http://tds.glos.us/thredds/dodsC/SST/LakeSuperiorSST-Agg
259,-1,http://hfrnet.ucsd.edu/thredds/dodsC/HFRNet/AKNS/6km/hourly/RTV
260,-1,http://hfrnet.ucsd.edu/thredds/dodsC/HFRNet/PRVI/2km/hourly/GNOME
261,-1,http://hfrnet.ucsd.edu/thredds/dodsC/HFRNet/PRVI/2km/hourly/RTV
262,-1,http://hfrnet.ucsd.edu/thredds/dodsC/HFRNet/PRVI/6km/hourly/GNOME
263,-1,http://hfrnet.ucsd.edu/thredds/dodsC/HFRNet/USEGC/1km/hourly/GNOME
264,-1,http://hfrnet.ucsd.edu/thredds/dodsC/HFRNet/USEGC/1km/hourly/RTV
265,-1,http://hfrnet.ucsd.edu/thredds/dodsC/HFRNet/USEGC/2km/hourly/GNOME
266,-1,http://hfrnet.ucsd.edu/thredds/dodsC/HFRNet/USEGC/2km/hourly/RTV
267,-1,http://hfrnet.ucsd.edu/thredds/dodsC/HFRNet/USEGC/6km/hourly/GNOME
268,-1,http://hfrnet.ucsd.edu/thredds/dodsC/HFRNet/USHI/1km/hourly/GNOME
269,-1,http://hfrnet.ucsd.edu/thredds/dodsC/HFRNet/USHI/1km/hourly/RTV
270,-1,http://hfrnet.ucsd.edu/thredds/dodsC/HFRNet/USHI/2km/hourly/GNOME
271,-1,http://hfrnet.ucsd.edu/thredds/dodsC/HFRNet/USHI/2km/hourly/RTV
272,-1,http://hfrnet.ucsd.edu/thredds/dodsC/HFRNet/USHI/6km/hourly/GNOME
273,-1,http://hfrnet.ucsd.edu/thredds/dodsC/HFRNet/USHI/6km/hourly/RTV
274,-1,http://hfrnet.ucsd.edu/thredds/dodsC/HFRNet/USWC/1km/hourly/GNOME
275,-1,http://hfrnet.ucsd.edu/thredds/dodsC/HFRNet/USWC/1km/hourly/RTV
276,-1,http://hfrnet.ucsd.edu/thredds/dodsC/HFRNet/USWC/2km/hourly/GNOME
277,-1,http://hfrnet.ucsd.edu/thredds/dodsC/HFRNet/USWC/6km/hourly/GNOME
278,-1,http://hfrnet.ucsd.edu/thredds/dodsC/HFRNet/USWC/500m/hourly/GNOME
279,-1,http://hfrnet.ucsd.edu/thredds/dodsC/HFRNet/USWC/500m/hourly/RTV
280,-1,http://tds.secoora.org/thredds/dodsC/longbay.nc
281,-1,http://tds.secoora.org/thredds/dodsC/miami_wera.nc
282,-1,http://tds.secoora.org/thredds/dodsC/savannah.nc
283,-1,http://tds.secoora.org/thredds/dodsC/tampa_codar.nc
284,-1,http://oos.soest.hawaii.edu/thredds/dodsC/ais/ais_hi_20112012_agg
285,-1,http://oos.soest.hawaii.edu/thredds/dodsC/hioos/hfr/kakagg
286,-1,http://oos.soest.hawaii.edu/thredds/dodsC/hioos/hfr/kalagg
287,-1,http://oos.soest.hawaii.edu/thredds/dodsC/hioos/hfr/kkhagg
288,-1,http://oos.soest.hawaii.edu/thredds/dodsC/hioos/hfr/knaagg
289,-1,http://oos.soest.hawaii.edu/thredds/dodsC/hioos/hfr/kokagg
290,-1,http://oos.soest.hawaii.edu/thredds/dodsC/hioos/glider/nc2_agg
291,404,http://dm2.caricoos.org/thredds/dodsC/content/swan/201411301200.nc
292,404,http://thredds.ucar.edu/thredds/dodsC/grib/NCEP/NAM/Firewxnest/Best/LambertConformal_561X496-31p52N-83p49W
293,404,http://thredds.ucar.edu/thredds/dodsC/grib/Unidata/NMM/Primary/Best/LambertConformal_155X201-37p52N-122p6W
294,404,http://thredds.ucar.edu/thredds/dodsC/grib/Unidata/NMM/Primary/Best/LambertConformal_155X201-37p92N-122p9W
295,404,http://thredds.ucar.edu/thredds/dodsC/grib/Unidata/NMM/Primary/Best/LambertConformal_155X201-39p57N-122p0W
296,404,http://thredds.ucar.edu/thredds/dodsC/grib/Unidata/NMM/Primary/Best/LambertConformal_155X201-41p45N-123p1W
297,404,http://thredds.ucar.edu/thredds/dodsC/grib/Unidata/NMM/Primary/Best/LambertConformal_155X201-43p09N-122p9W
298,404,http://thredds.ucar.edu/thredds/dodsC/grib/Unidata/NMM/Primary/Best/LambertConformal_155X201-44p30N-110p8W
299,404,http://thredds.ucar.edu/thredds/dodsC/grib/Unidata/NMM/Secondary/Best/LambertConformal_155X201-37p54N-90p13W
300,404,http://thredds.ucar.edu/thredds/dodsC/grib/Unidata/NMM/Secondary/Best/LambertConformal_155X201-43p50N-110p4W
301,404,http://thredds.ucar.edu/thredds/dodsC/grib/Unidata/NMM/Secondary/Best/LambertConformal_155X201-43p89N-110p7W
302,404,http://thredds.ucar.edu/thredds/dodsC/grib/Unidata/NMM/Secondary/Best/LambertConformal_155X201-46p13N-114p5W
